Log file open, 01/28/23 22:03:39
[2023.01.28-22.04.01:541][  0]LogWindows: Attached monitors:
[2023.01.28-22.04.01:541][  0]LogWindows:     resolution: 1920x1080, work area: (0, 0) -> (1920, 1040), device: '\\.\DISPLAY1' [PRIMARY]
[2023.01.28-22.04.01:541][  0]LogWindows: Found 1 attached monitors.
[2023.01.28-22.04.01:541][  0]LogWindows: Gathering driver information using Windows Setup API
[2023.01.28-22.04.01:549][  0]LogRHI: RHI Adapter Info:
[2023.01.28-22.04.01:549][  0]LogRHI:             Name: Radeon RX 580 Series
[2023.01.28-22.04.01:549][  0]LogRHI:   Driver Version: AMD Software: Adrenalin Edition 22.11.2 (internal:31.0.12029.10015, unified:31.0.12029.10015)
[2023.01.28-22.04.01:562][  0]LogRHI:      Driver Date: 11-30-2022
[2023.01.28-22.04.01:579][  0]LogD3D12RHI:     GPU DeviceId: 0x67df (for the marketing name, search the web for "GPU Device Id")
[2023.01.28-22.04.01:643][  0]LogD3D12RHI: InitD3DDevice: -D3DDebug = off -D3D12GPUValidation = off
[2023.01.28-22.04.01:652][  0]LogD3D12RHI: Emitting draw events for PIX profiling.
[2023.01.28-22.04.01:813][  0]LogD3D12RHI: ID3D12Device1 is supported.
[2023.01.28-22.04.01:813][  0]LogD3D12RHI: ID3D12Device2 is supported.
[2023.01.28-22.04.01:813][  0]LogD3D12RHI: ID3D12Device3 is supported.
[2023.01.28-22.04.01:813][  0]LogD3D12RHI: ID3D12Device4 is supported.
[2023.01.28-22.04.01:813][  0]LogD3D12RHI: ID3D12Device5 is supported.
[2023.01.28-22.04.01:813][  0]LogD3D12RHI: ID3D12Device6 is supported.
[2023.01.28-22.04.01:813][  0]LogD3D12RHI: ID3D12Device7 is supported.
[2023.01.28-22.04.01:813][  0]LogD3D12RHI: ID3D12Device8 is supported.
[2023.01.28-22.04.01:813][  0]LogD3D12RHI: ID3D12Device9 is supported.
[2023.01.28-22.04.01:813][  0]LogD3D12RHI: ID3D12Device10 is supported.
[2023.01.28-22.04.01:899][  0]LogD3D12RHI: Bindless resources are supported
[2023.01.28-22.04.01:899][  0]LogD3D12RHI: AtomicInt64OnTypedResource is supported
[2023.01.28-22.04.01:899][  0]LogD3D12RHI: AtomicInt64OnGroupShared is supported
[2023.01.28-22.04.01:899][  0]LogD3D12RHI: AtomicInt64OnDescriptorHeapResource is supported
[2023.01.28-22.04.01:899][  0]LogD3D12RHI: Shader Model 6.6 atomic64 is supported
[2023.01.28-22.04.01:986][  0]LogD3D12RHI: [GPUBreadCrumb] Successfully setup breadcrumb resource for DiagnosticBuffer (3D)
[2023.01.28-22.04.01:987][  0]LogD3D12RHI: [GPUBreadCrumb] Successfully setup breadcrumb resource for DiagnosticBuffer (Copy)
[2023.01.28-22.04.01:988][  0]LogD3D12RHI: [GPUBreadCrumb] Successfully setup breadcrumb resource for DiagnosticBuffer (Compute)
[2023.01.28-22.04.02:047][  0]LogD3D12RHI: Display: Not using pipeline state disk cache per r.D3D12.PSO.DiskCache=0
[2023.01.28-22.04.02:047][  0]LogD3D12RHI: Display: Not using driver-optimized pipeline state disk cache per r.D3D12.PSO.DriverOptimizedDiskCache=0
[2023.01.28-22.04.02:047][  0]LogRHI: Texture pool is 4663 MB (70% of 6662 MB)
[2023.01.28-22.04.02:047][  0]LogD3D12RHI: Async texture creation enabled
[2023.01.28-22.04.02:047][  0]LogD3D12RHI: RHI has support for 64 bit atomics
[2023.01.28-22.04.02:724][  0]LogTurnkeySupport: Running Turnkey SDK detection: ' -ScriptsForProject="D:/GitClones/Metin2Remastered-UE5/Metin2Remastered.uproject" Turnkey -utf8output -WaitForUATMutex -command=VerifySdk -ReportFilename="D:/GitClones/Metin2Remastered-UE5/Intermediate/TurnkeyReport_0.log" -log="D:/GitClones/Metin2Remastered-UE5/Intermediate/TurnkeyLog_0.log" -project="D:/GitClones/Metin2Remastered-UE5/Metin2Remastered.uproject"  -platform=all'
[2023.01.28-22.04.02:737][  0]LogMonitoredProcess: Running Serialized UAT: [ cmd.exe /c ""D:/UE_5.1/Engine/Build/BatchFiles/RunUAT.bat"  -ScriptsForProject="D:/GitClones/Metin2Remastered-UE5/Metin2Remastered.uproject" Turnkey -utf8output -WaitForUATMutex -command=VerifySdk -ReportFilename="D:/GitClones/Metin2Remastered-UE5/Intermediate/TurnkeyReport_0.log" -log="D:/GitClones/Metin2Remastered-UE5/Intermediate/TurnkeyLog_0.log" -project="D:/GitClones/Metin2Remastered-UE5/Metin2Remastered.uproject"  -platform=all" ]
[2023.01.28-22.04.03:069][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatASTC
[2023.01.28-22.04.03:069][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatDXT
[2023.01.28-22.04.03:069][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatETC2
[2023.01.28-22.04.03:069][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatIntelISPCTexComp
[2023.01.28-22.04.03:069][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatUncompressed
[2023.01.28-22.04.03:069][  0]LogTextureFormatOodle: Display: Oodle Texture TFO init; latest sdk version = 2.9.8
[2023.01.28-22.04.03:069][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.5.dll
[2023.01.28-22.04.03:198][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.6.dll
[2023.01.28-22.04.03:323][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.7.dll
[2023.01.28-22.04.03:377][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.8.dll
[2023.01.28-22.04.03:473][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatOodle
[2023.01.28-22.04.03:701][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android'
[2023.01.28-22.04.03:701][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ASTC'
[2023.01.28-22.04.03:701][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_DXT'
[2023.01.28-22.04.03:701][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ETC2'
[2023.01.28-22.04.03:701][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'AndroidClient'
[2023.01.28-22.04.03:701][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ASTCClient'
[2023.01.28-22.04.03:701][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_DXTClient'
[2023.01.28-22.04.03:701][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ETC2Client'
[2023.01.28-22.04.03:701][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_Multi'
[2023.01.28-22.04.03:701][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_MultiClient'
[2023.01.28-22.04.03:903][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'HoloLens'
[2023.01.28-22.04.03:903][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'HoloLensClient'
[2023.01.28-22.04.03:932][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'IOS'
[2023.01.28-22.04.03:932][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'IOSClient'
[2023.01.28-22.04.04:010][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Linux'
[2023.01.28-22.04.04:010][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxEditor'
[2023.01.28-22.04.04:010][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxServer'
[2023.01.28-22.04.04:010][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxClient'
[2023.01.28-22.04.04:114][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64'
[2023.01.28-22.04.04:114][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64Server'
[2023.01.28-22.04.04:114][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64Client'
[2023.01.28-22.04.04:164][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'TVOS'
[2023.01.28-22.04.04:165][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'TVOSClient'
[2023.01.28-22.04.04:260][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Windows'
[2023.01.28-22.04.04:260][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsEditor'
[2023.01.28-22.04.04:260][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsServer'
[2023.01.28-22.04.04:260][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsClient'
[2023.01.28-22.04.04:260][  0]LogTargetPlatformManager: Display: Building Assets For WindowsEditor
[2023.01.28-22.04.04:261][  0]LogTargetPlatformManager: Unable to find audio format BINKA from hinted modules, loading all potential format modules to find it
[2023.01.28-22.04.04:311][  0]LogTargetPlatformManager: Loaded format module AudioFormatADPCM
[2023.01.28-22.04.04:311][  0]LogTargetPlatformManager:   ADPCM
[2023.01.28-22.04.04:311][  0]LogTargetPlatformManager:   PCM
[2023.01.28-22.04.04:394][  0]LogTargetPlatformManager: Loaded format module AudioFormatBink
[2023.01.28-22.04.04:394][  0]LogTargetPlatformManager:   BINKA
[2023.01.28-22.04.04:705][  0]LogAudioDebug: Display: Lib vorbis DLL was dynamically loaded.
[2023.01.28-22.04.04:705][  0]LogTargetPlatformManager: Loaded format module AudioFormatOgg
[2023.01.28-22.04.04:705][  0]LogTargetPlatformManager:   OGG
[2023.01.28-22.04.04:781][  0]LogTargetPlatformManager: Loaded format module AudioFormatOpus
[2023.01.28-22.04.04:781][  0]LogTargetPlatformManager:   OPUS
[2023.01.28-22.04.06:870][  0]LogTargetPlatformManager: Unable to find shader format SF_METAL from hinted modules, loading all potential format modules to find it
[2023.01.28-22.04.07:014][  0]LogTargetPlatformManager: Loaded format module MetalShaderFormat
[2023.01.28-22.04.07:014][  0]LogTargetPlatformManager:   SF_METAL
[2023.01.28-22.04.07:014][  0]LogTargetPlatformManager:   SF_METAL_MRT
[2023.01.28-22.04.07:014][  0]LogTargetPlatformManager:   SF_METAL_TVOS
[2023.01.28-22.04.07:014][  0]LogTargetPlatformManager:   SF_METAL_MRT_TVOS
[2023.01.28-22.04.07:014][  0]LogTargetPlatformManager:   SF_METAL_SM5
[2023.01.28-22.04.07:014][  0]LogTargetPlatformManager:   SF_METAL_MACES3_1
[2023.01.28-22.04.07:014][  0]LogTargetPlatformManager:   SF_METAL_MRT_MAC
[2023.01.28-22.04.07:014][  0]LogTargetPlatformManager: Loaded format module ShaderFormatD3D
[2023.01.28-22.04.07:014][  0]LogTargetPlatformManager:   PCD3D_SM6
[2023.01.28-22.04.07:014][  0]LogTargetPlatformManager:   PCD3D_SM5
[2023.01.28-22.04.07:014][  0]LogTargetPlatformManager:   PCD3D_ES31
[2023.01.28-22.04.07:014][  0]LogTargetPlatformManager:   D3D_ES3_1_HOLOLENS
[2023.01.28-22.04.07:014][  0]LogTargetPlatformManager: Loaded format module ShaderFormatOpenGL
[2023.01.28-22.04.07:014][  0]LogTargetPlatformManager:   GLSL_150_ES31
[2023.01.28-22.04.07:014][  0]LogTargetPlatformManager:   GLSL_ES3_1_ANDROID
[2023.01.28-22.04.07:377][  0]LogTargetPlatformManager: Loaded format module ShaderFormatVectorVM
[2023.01.28-22.04.07:377][  0]LogTargetPlatformManager:   VVM_1_0
[2023.01.28-22.04.07:377][  0]LogTargetPlatformManager: Loaded format module VulkanShaderFormat
[2023.01.28-22.04.07:377][  0]LogTargetPlatformManager:   SF_VULKAN_SM5
[2023.01.28-22.04.07:377][  0]LogTargetPlatformManager:   SF_VULKAN_ES31_ANDROID
[2023.01.28-22.04.07:377][  0]LogTargetPlatformManager:   SF_VULKAN_ES31
[2023.01.28-22.04.07:377][  0]LogTargetPlatformManager:   SF_VULKAN_SM5_ANDROID
[2023.01.28-22.04.07:398][  0]LogRendererCore: Ray tracing is disabled. Reason: disabled through project setting (r.RayTracing=0).
[2023.01.28-22.04.07:567][  0]LogDerivedDataCache: FDerivedDataBackendGraph: Pak pak cache file ../../../../GitClones/Metin2Remastered-UE5/DerivedDataCache/DDC.ddp not found, will not use a pak cache.
[2023.01.28-22.04.07:567][  0]LogDerivedDataCache: Unable to find inner node Pak for hierarchy Hierarchy.
[2023.01.28-22.04.07:567][  0]LogDerivedDataCache: FDerivedDataBackendGraph: CompressedPak pak cache file ../../../../GitClones/Metin2Remastered-UE5/DerivedDataCache/Compressed.ddp not found, will not use a pak cache.
[2023.01.28-22.04.07:567][  0]LogDerivedDataCache: Unable to find inner node CompressedPak for hierarchy Hierarchy.
[2023.01.28-22.04.07:843][  0]LogDerivedDataCache: Display: ../../../Engine/DerivedDataCache/Compressed.ddp: Opened pak cache for reading. (1433 MiB)
[2023.01.28-22.04.07:849][  0]LogDerivedDataCache: FDerivedDataBackendGraph: EnterprisePak pak cache file ../../../Enterprise/DerivedDataCache/Compressed.ddp not found, will not use a pak cache.
[2023.01.28-22.04.07:849][  0]LogDerivedDataCache: Unable to find inner node EnterprisePak for hierarchy Hierarchy.
[2023.01.28-22.04.07:917][  0]LogDerivedDataCache: Speed tests for C:/Users/LethalArms/AppData/Local/UnrealEngine/Common/DerivedDataCache took 0.07 seconds
[2023.01.28-22.04.07:917][  0]LogDerivedDataCache: Display: Performance to C:/Users/LethalArms/AppData/Local/UnrealEngine/Common/DerivedDataCache: Latency=0.25ms. RandomReadSpeed=24.93MBs, RandomWriteSpeed=32.37MBs. Assigned SpeedClass 'Local'
[2023.01.28-22.04.07:919][  0]LogDerivedDataCache: Using Local data cache path C:/Users/LethalArms/AppData/Local/UnrealEngine/Common/DerivedDataCache: Writable
[2023.01.28-22.04.07:919][  0]LogDerivedDataCache: Shared data cache path not found in *engine.ini, will not use an Shared cache.
[2023.01.28-22.04.07:919][  0]LogDerivedDataCache: Unable to find inner node Shared for hierarchy Hierarchy.
[2023.01.28-22.04.07:924][  0]LogVirtualization: Display: VirtualizationSystem name found in ini file: None
[2023.01.28-22.04.07:924][  0]LogVirtualization: Display: FNullVirtualizationSystem mounted, virtualization will be disabled
[2023.01.28-22.04.08:418][  0]LogShaderCompilers: Guid format shader working directory is 8 characters bigger than the processId version (../../../../GitClones/Metin2Remastered-UE5/Intermediate/Shaders/WorkingDirectory/10580/).
[2023.01.28-22.04.08:430][  0]LogShaderCompilers: Cleaned the shader compiler working directory 'C:/Users/LethalArms/AppData/Local/Temp/UnrealShaderWorkingDir/1BFEA8AE41F4DFB9B36FA1AC74D95521/'.
[2023.01.28-22.04.08:487][  0]LogXGEController: Cannot use XGE Controller as Incredibuild is not installed on this machine.
[2023.01.28-22.04.08:487][  0]LogShaderCompilers: Display: Using Local Shader Compiler with 3 workers.
[2023.01.28-22.04.34:589][  0]LogTurnkeySupport: Completed SDK detection: ExitCode = 0
[2023.01.28-22.04.38:252][  0]LogShaderCompilers: Display: Compiling shader autogen file: ../../../../GitClones/Metin2Remastered-UE5/Intermediate/ShaderAutogen/PCD3D_SM6/AutogenShaderHeaders.ush
[2023.01.28-22.04.38:252][  0]LogShaderCompilers: Display: Autogen file is unchanged, skipping write.
[2023.01.28-22.04.39:256][  0]LogInit: FStereoShaderAspects: --- StereoAspects begin ---
[2023.01.28-22.04.39:256][  0]LogInit: FStereoShaderAspects: Platform=PCD3D_SM6 (49)
[2023.01.28-22.04.39:256][  0]LogInit: FStereoShaderAspects: bInstancedStereo = 0
[2023.01.28-22.04.39:256][  0]LogInit: FStereoShaderAspects: bMobilePlatform = 0
[2023.01.28-22.04.39:256][  0]LogInit: FStereoShaderAspects: bMobilePostprocessing = 1
[2023.01.28-22.04.39:256][  0]LogInit: FStereoShaderAspects: bMobileMultiView = 0
[2023.01.28-22.04.39:256][  0]LogInit: FStereoShaderAspects: bMultiViewportCapable = 1
[2023.01.28-22.04.39:256][  0]LogInit: FStereoShaderAspects: bInstancedStereoNative = 0
[2023.01.28-22.04.39:256][  0]LogInit: FStereoShaderAspects: ---
[2023.01.28-22.04.39:256][  0]LogInit: FStereoShaderAspects: bMobileMultiViewCoreSupport = 0
[2023.01.28-22.04.39:256][  0]LogInit: FStereoShaderAspects: bMobileMultiViewNative = 0
[2023.01.28-22.04.39:256][  0]LogInit: FStereoShaderAspects: bMobileMultiViewFallback = 0
[2023.01.28-22.04.39:256][  0]LogInit: FStereoShaderAspects: ---
[2023.01.28-22.04.39:257][  0]LogInit: FStereoShaderAspects: bInstancedMultiViewportEnabled = 0
[2023.01.28-22.04.39:257][  0]LogInit: FStereoShaderAspects: bInstancedStereoEnabled = 0
[2023.01.28-22.04.39:257][  0]LogInit: FStereoShaderAspects: bMobileMultiViewEnabled = 0
[2023.01.28-22.04.39:257][  0]LogInit: FStereoShaderAspects: --- StereoAspects end ---
[2023.01.28-22.04.41:014][  0]LogSlate: Using FreeType 2.10.0
[2023.01.28-22.04.41:150][  0]LogSlate: SlateFontServices - WITH_FREETYPE: 1, WITH_HARFBUZZ: 1
[2023.01.28-22.04.44:617][  0]LogAssetRegistry: FAssetRegistry took 0.0637 seconds to start up
[2023.01.28-22.04.44:975][  0]LogEditorDomain: Display: EditorDomain is Disabled
[2023.01.28-22.04.55:106][  0]LogTexture: Display: Texture Encode Speed: FinalIfAvailable (editor).
[2023.01.28-22.04.55:598][  0]LogInit: Selected Device Profile: [WindowsEditor]
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: Available device profiles:
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A4881200][000005149BB9C000 52] GlobalDefaults, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A4884000][000005149C6E5000 52] Windows, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A4884200][000005149C6E7800 52] WindowsEditor, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A4881C00][000005149C6EC800 52] WindowsServer, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A4883200][000005149BB72800 52] WindowsClient, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A4882A00][000005149BE1C800 52] IOS, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A4882600][000005149F6CC800 52] iPadAir2, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A4884C00][000005149BE12800 52] IPadPro, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A4883800][000005149C6E0000 52] iPadAir3, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A4884600][00000514A4AF0000 52] iPadAir4, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A4883600][00000514A4AF5000 52] iPadAir5, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A4884400][00000514A4AF7800 52] iPadMini4, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A4882400][00000514A4AFA000 52] iPadMini5, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A4884A00][00000514A4AFC800 52] iPadMini6, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A4886C00][00000514A4B72800 52] iPhone6S, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A4886E00][00000514A4B70000 52] iPhone7, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A4885800][00000514A4B75000 52] iPodTouch7, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A4886A00][00000514A4B7A000 52] iPhone6SPlus, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A4882800][00000514A4B7C800 52] iPhone7Plus, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A4881E00][0000051494190000 52] iPhoneSE, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A4885A00][00000514A4B77800 52] iPhone8, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A4886600][00000514A4B90000 52] iPhone8Plus, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A4883A00][00000514A4B95000 52] iPhoneX, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A4886400][00000514A4B97800 52] iPhoneXS, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A4884E00][00000514A4B9A000 52] iPhoneXSMax, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A4885400][00000514A4B9C800 52] iPhoneXR, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A4885200][00000514A4AF2800 52] iPhone11, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A4883000][00000514A4BA0000 52] iPhone11Pro, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A4885600][00000514A4BA5000 52] iPhone11ProMax, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A4885E00][00000514A4BA7800 52] iPhoneSE2, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A4883400][00000514A4BAA000 52] iPhone12Mini, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A4886000][00000514A4BAC800 52] iPhone12, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A4882200][00000514A4B92800 52] iPhone12Pro, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A4887000][00000514A4BB0000 52] iPhone12ProMax, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A4885000][00000514A4BB5000 52] iPhone13Mini, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A4885C00][00000514A4BB7800 52] iPhone13, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A4884800][00000514A4BBA000 52] iPhone13Pro, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A4887800][00000514A4BBC800 52] iPhone13ProMax, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A4882000][00000514A4BA2800 52] iPhoneSE3, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A4887A00][00000514A4BC0000 52] iPhone14, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A4887E00][00000514A4BC5000 52] iPhone14Plus, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A4888000][00000514A4BC7800 52] iPhone14Pro, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A4887200][00000514A4BCA000 52] iPhone14ProMax, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A4887400][00000514A4BCC800 52] iPadPro105, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A4883E00][00000514A4BB2800 52] iPadPro129, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A4888800][00000514A4BD0000 52] iPadPro97, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A4883C00][00000514A4BD5000 52] iPadPro2_129, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A4888A00][00000514A4BD7800 52] iPad5, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A4888E00][00000514A4BDA000 52] iPad6, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A4889000][00000514A4BDC800 52] iPad7, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A4888200][00000514A4BC2800 52] iPad8, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A4888400][00000514A4BE0000 52] iPad9, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A4886200][00000514A4BE5000 52] iPad10, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A4889800][00000514A4BE7800 52] iPadPro11, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A4886800][00000514A4BEA000 52] iPadPro2_11, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A4889A00][00000514A4BEC800 52] iPadPro3_11, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A4889E00][00000514A4BD2800 52] iPadPro4_11, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A488A000][00000514A4BF0000 52] iPadPro3_129, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A4889200][00000514A4BF5000 52] iPadPro4_129, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A4889400][00000514A4BF7800 52] iPadPro5_129, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A4887600][00000514A4BFA000 52] iPadPro6_129, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A488A800][00000514A4BFC800 52] AppleTV, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A4887C00][00000514A4BE2800 52] AppleTV4K, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A488AA00][00000514A4C00000 52] AppleTV2_4K, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A488AE00][00000514A4C05000 52] TVOS, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A488C000][00000514A4C0A000 52] Mac, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A488C200][00000514A4C07800 52] MacEditor, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A488AC00][00000514A4C0C800 52] MacClient, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A488B200][00000514A4BF2800 52] MacServer, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A488CA00][00000514A4C12800 52] Linux, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A488A600][00000514A4C10000 52] LinuxEditor, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A488B000][00000514A4C17800 52] LinuxArm64Editor, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A488BE00][00000514A4C1A000 52] LinuxArm64, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A488A200][00000514A4C1C800 52] LinuxClient, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A488BA00][00000514A4C02800 52] LinuxArm64Client, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A4889600][00000514A4C20000 52] LinuxServer, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A4888600][00000514A4C25000 52] LinuxArm64Server, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A4888C00][00000514A4C27800 52] Android, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A488B400][00000514A4C2A000 52] Android_Preview_OpenGL, 
[2023.01.28-22.04.55:598][  0]LogDeviceProfileManager: 	[00000514A488C400][00000514A4C2C800 52] Android_Preview_Vulkan, 
